0.8924,0.8905,0.8918,0.892,0.8911,0.8914,0.8911,0.8914,0.8912,0.8913,
0.8905,0.8914,0.8912,0.8914,0.891,0.8914,0.8915,0.8914,0.8914,0.8914,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.8957,0.889,0.893,0.8911,0.891,0.8914,0.8908,0.8914,0.8892,0.8909,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.8982,0.8922,0.8903,0.8915,0.8914,0.8914,0.8905,0.8914,0.8956,0.8913,
0.8699,0.894,0.8925,0.8937,0.8928,0.8909,0.893,0.8914,0.8973,0.8908,
0.8912,0.8914,0.8913,0.8914,0.8914,0.8914,0.8914,0.8913,0.8914,0.8913,
0.8868,0.891,0.8931,0.8916,0.8919,0.8913,0.8917,0.8914,0.8914,0.8914,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.8904,0.8906,0.8916,0.8915,0.8913,0.8913,0.8918,0.8914,0.8914,0.8914,
0.9086,0.8866,0.8875,0.8918,0.8907,0.8918,0.8894,0.8914,0.8928,0.8916,
0.8904,0.8918,0.8906,0.8914,0.8911,0.8914,0.8919,0.8913,0.8908,0.8914,
0.9138,0.8866,0.8909,0.8914,0.8918,0.8915,0.8924,0.8914,0.873,0.8912,
0.8946,0.8886,0.8946,0.8891,0.8911,0.8919,0.8904,0.8914,0.8919,0.8906,
0.8942,0.8914,0.8904,0.891,0.8912,0.892,0.891,0.8914,0.8916,0.891,
0.8916,0.8914,0.8914,0.8914,0.8914,0.8914,0.8915,0.8914,0.8906,0.8914,
0.8942,0.8969,0.8906,0.8899,0.8883,0.8914,0.8904,0.8912,0.8898,0.8915,
0.8906,0.8914,0.8911,0.8914,0.8914,0.8914,0.8913,0.8914,0.8914,0.8914,
0.882,0.8939,0.8931,0.893,0.8914,0.8914,0.8928,0.891,0.8929,0.8916,
0.8916,0.8914,0.8912,0.8914,0.8912,0.8914,0.8914,0.8914,0.8914,0.8912,
0.9067,0.8837,0.8811,0.8886,0.8869,0.8914,0.8841,0.8914,0.891,0.8919,
0.8853,0.8911,0.8916,0.8907,0.8919,0.8913,0.8915,0.8914,0.8914,0.8914,
0.9014,0.8905,0.8896,0.8924,0.891,0.8915,0.8896,0.8914,0.8918,0.8914,
0.8912,0.8912,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8913,0.8914,
0.8909,0.8917,0.8913,0.8911,0.8914,0.8914,0.8911,0.8912,0.888,0.8912,
0.9038,0.8721,0.8861,0.8927,0.8865,0.8913,0.8904,0.8915,0.8924,0.8917,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.8896,0.8914,0.8899,0.8914,0.8914,0.8914,0.8917,0.8914,0.8913,0.8911,
0.9118,0.895,0.892,0.8912,0.8918,0.8916,0.8909,0.8914,0.8905,0.8909,
0.9139,0.8969,0.8938,0.8897,0.8929,0.8912,0.8932,0.8915,0.9,0.8914,
0.8896,0.8914,0.8915,0.8914,0.8904,0.8915,0.892,0.8912,0.8914,0.8912,
0.8887,0.8904,0.8923,0.8911,0.8912,0.8914,0.8913,0.8914,0.8919,0.8913,
0.8863,0.8923,0.8925,0.8917,0.8917,0.8914,0.8908,0.8913,0.8864,0.8914,
0.8995,0.8797,0.8919,0.8923,0.8916,0.8908,0.8917,0.8914,0.8656,0.8913,
0.8626,0.8744,0.8939,0.8914,0.8919,0.8913,0.8931,0.8915,0.8964,0.8916,
0.8967,0.8928,0.8918,0.8906,0.8914,0.8912,0.8918,0.8913,0.8914,0.8914,
0.9232,0.8856,0.8643,0.883,0.8407,0.8915,0.8527,0.8916,0.8899,0.8919,
0.887,0.8906,0.8921,0.8906,0.8912,0.8914,0.892,0.8914,0.8914,0.8912,
0.8901,0.8696,0.892,0.8917,0.8886,0.8913,0.8927,0.8914,0.8826,0.8916,
0.8896,0.8914,0.8911,0.8914,0.8913,0.8914,0.8918,0.8914,0.8909,0.8913,
0.8931,0.8911,0.8801,0.8854,0.8926,0.8915,0.8898,0.8912,0.8868,0.8915,
0.8864,0.881,0.8916,0.8887,0.8914,0.8913,0.8917,0.8912,0.8954,0.8914,
0.8909,0.8934,0.8916,0.8917,0.8896,0.8913,0.892,0.8914,0.8906,0.8915,
0.8921,0.8918,0.8914,0.8915,0.8914,0.8914,0.8914,0.8914,0.8917,0.8914,
0.8804,0.8791,0.8917,0.8917,0.8907,0.8912,0.8932,0.8914,0.8794,0.8912,
0.8905,0.8923,0.891,0.8898,0.8933,0.8914,0.891,0.8913,0.8914,0.8914,
0.8916,0.8914,0.8911,0.8914,0.8914,0.8914,0.8911,0.8914,0.8913,0.8914,
0.8915,0.8913,0.8912,0.8913,0.8912,0.8914,0.8921,0.8914,0.8912,0.8914,
0.9075,0.8925,0.8927,0.8892,0.8933,0.8913,0.89,0.8914,0.8968,0.8918,
0.8966,0.8687,0.8609,0.8832,0.8612,0.8914,0.8883,0.8915,0.8875,0.8917,
0.8902,0.8917,0.8914,0.8912,0.8914,0.8914,0.8916,0.8912,0.8914,0.8911,
0.8657,0.8907,0.8922,0.8967,0.893,0.8908,0.8933,0.8912,0.9086,0.8909,
0.893,0.891,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8918,0.8914,
0.8968,0.893,0.8929,0.8916,0.8922,0.8914,0.8927,0.8914,0.8683,0.8911,
0.8913,0.8917,0.8913,0.8905,0.8915,0.8914,0.8917,0.8913,0.8905,0.8911,
0.8905,0.8913,0.8902,0.8912,0.891,0.8914,0.8926,0.8914,0.8922,0.8914,
0.892,0.8914,0.8914,0.8913,0.8915,0.8915,0.8916,0.8914,0.8915,0.8913,
0.8961,0.8891,0.8933,0.8865,0.8943,0.8915,0.8896,0.8913,0.8898,0.8915,
0.8906,0.8917,0.8909,0.8913,0.8911,0.8914,0.8917,0.8914,0.8904,0.8914,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.8909,0.8914,0.8912,0.8914,0.8914,0.8914,0.8914,0.8914,0.8913,0.8914,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.9013,0.891,0.8899,0.8914,0.8914,0.8914,0.8928,0.8914,0.8801,0.8914,
0.8914,0.8914,0.8906,0.8914,0.8912,0.8915,0.8919,0.8914,0.8914,0.8916,
0.8914,0.8915,0.8897,0.8914,0.8913,0.8914,0.8917,0.8914,0.8914,0.891,
0.8962,0.8931,0.891,0.8911,0.8914,0.8913,0.8913,0.8914,0.8865,0.8914,
0.8984,0.8925,0.8867,0.8926,0.8889,0.8916,0.8888,0.8912,0.8958,0.8914,
0.8799,0.8919,0.8875,0.8917,0.8915,0.8915,0.8907,0.8911,0.8982,0.891,
0.8815,0.8901,0.8906,0.8912,0.8906,0.8913,0.8928,0.8914,0.8891,0.8911,
0.8913,0.8913,0.8912,0.8914,0.8914,0.8914,0.8915,0.8914,0.8914,0.8914,
0.8895,0.89,0.8914,0.8914,0.8914,0.8914,0.8918,0.8914,0.8928,0.8909,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.8938,0.8915,0.8913,0.8918,0.8914,0.8914,0.8916,0.8914,0.8914,0.8914,
0.8917,0.8914,0.8904,0.8914,0.8912,0.8914,0.8913,0.8914,0.8914,0.8914,
0.8838,0.891,0.8928,0.8914,0.8911,0.8913,0.8913,0.8914,0.8896,0.8914,
0.9018,0.895,0.8915,0.8916,0.8916,0.8909,0.8916,0.8914,0.8948,0.8904,
0.8909,0.891,0.8917,0.8917,0.8914,0.8914,0.8912,0.8914,0.8941,0.8913,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.8881,0.892,0.89,0.8914,0.8914,0.8914,0.8905,0.8914,0.891,0.8914,
0.8882,0.8872,0.8855,0.89,0.8884,0.8912,0.891,0.8914,0.8915,0.8914,
0.9015,0.8895,0.8899,0.8908,0.8911,0.8915,0.8911,0.8915,0.8914,0.8915,
0.8931,0.8915,0.8898,0.8914,0.8914,0.8913,0.8901,0.8914,0.8908,0.8913,
0.8934,0.8914,0.8901,0.8914,0.8914,0.8911,0.8891,0.8914,0.8923,0.8913,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.8973,0.8913,0.8909,0.8888,0.8923,0.8914,0.8902,0.8915,0.8964,0.8914,
0.8936,0.8935,0.8873,0.8918,0.8915,0.8912,0.8899,0.8916,0.8845,0.8911,
0.8922,0.8914,0.8918,0.8914,0.8914,0.8914,0.8907,0.8914,0.8913,0.891,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8913,0.8913,
0.8894,0.8869,0.8915,0.8903,0.8915,0.8914,0.892,0.8913,0.8785,0.891,
0.9058,0.8943,0.8823,0.8906,0.8919,0.8914,0.8917,0.8914,0.8906,0.8916,
0.9127,0.8827,0.8663,0.8919,0.8947,0.8913,0.888,0.8914,0.892,0.8918,
0.8783,0.8801,0.8961,0.8874,0.8851,0.8914,0.8892,0.8914,0.8914,0.8905,
0.8945,0.8897,0.8914,0.89,0.8915,0.8914,0.8921,0.8913,0.8852,0.891,
0.8877,0.8874,0.8918,0.8925,0.8917,0.8913,0.8925,0.8914,0.8854,0.8911,
0.9096,0.8877,0.8892,0.8898,0.8922,0.8919,0.8887,0.8914,0.8911,0.8907,
0.8856,0.8889,0.8894,0.8914,0.889,0.8914,0.8913,0.8914,0.8902,0.8914,
0.8907,0.8914,0.8915,0.8911,0.8914,0.8914,0.8914,0.8913,0.8914,0.8914,
0.8939,0.891,0.8914,0.8915,0.8919,0.8915,0.8916,0.8914,0.8919,0.8911,
0.8915,0.893,0.8915,0.8912,0.8912,0.8914,0.8914,0.8914,0.8873,0.8914,
0.8359,0.8837,0.8954,0.8889,0.8926,0.8909,0.8938,0.891,0.9043,0.8911,
0.892,0.8917,0.8914,0.8917,0.8915,0.8914,0.8915,0.8914,0.8917,0.8914,
0.8426,0.8884,0.8678,0.887,0.8922,0.8914,0.8868,0.8914,0.8914,0.8911,
0.8897,0.8914,0.8914,0.8914,0.8914,0.8914,0.8913,0.8914,0.891,0.8914,
0.8907,0.8898,0.8914,0.8915,0.8914,0.8913,0.8917,0.8914,0.8929,0.8914,
0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,0.8914,
0.8915,0.891,0.8914,0.8913,0.8912,0.8914,0.8913,0.8914,0.8915,0.8914,
0.8913,0.8903,0.8921,0.8918,0.8914,0.8914,0.8913,0.8914,0.892,0.8915,
0.8993,0.8715,0.8774,0.8914,0.8643,0.8915,0.8899,0.8915,0.889,0.8917,
0.8914,0.8897,0.8914,0.8915,0.891,0.8915,0.89,0.8915,0.8879,0.8915,
0.8951,0.8905,0.8901,0.8912,0.8914,0.8914,0.8906,0.8914,0.8916,0.8917,
0.8774,0.8901,0.8896,0.8908,0.8911,0.8918,0.8918,0.8912,0.8908,0.8909,
0.8885,0.8906,0.8934,0.8922,0.8913,0.8914,0.8911,0.8914,0.8908,0.8912,
0.9002,0.8945,0.8916,0.8921,0.8915,0.8911,0.8894,0.8917,0.8996,0.891,
0.9064,0.8819,0.8405,0.8866,0.8904,0.8919,0.8758,0.8914,0.894,0.8919,
0.908,0.8927,0.8903,0.8914,0.8915,0.8914,0.8899,0.8914,0.8883,0.8911,
0.9176,0.8938,0.8534,0.8839,0.8882,0.8913,0.8741,0.8914,0.8895,0.8911,
0.897,0.8929,0.8921,0.8926,0.892,0.8912,0.8919,0.8912,0.881,0.8903,
0.8991,0.8817,0.8752,0.8877,0.8873,0.8915,0.8862,0.8914,0.8904,0.8909,
0.8935,0.891,0.8914,0.8919,0.8915,0.8914,0.8908,0.8914,0.8917,0.8913,
0.8854,0.8837,0.8921,0.891,0.8912,0.8914,0.8903,0.8913,0.8936,0.8913,
0.8819,0.8905,0.8921,0.8898,0.8914,0.8914,0.8917,0.8912,0.8931,0.8907,
0.8981,0.8907,0.8884,0.8935,0.8908,0.8917,0.891,0.8909,0.8907,0.8911,
0.8916,0.8915,0.891,0.8912,0.8914,0.8914,0.8912,0.8914,0.8913,0.8914,
0.8866,0.8914,0.8929,0.8896,0.8921,0.8914,0.8914,0.8914,0.8898,0.8914,
0.8931,0.8923,0.8904,0.8901,0.8913,0.8914,0.8913,0.8914,0.8914,0.8914,
0.8921,0.8918,0.8914,0.8914,0.8914,0.8914,0.8907,0.8914,0.8895,0.8914,
